second	tx	tx_get	tx_put	tx_del	rx	rx_getSucc	rx_putSucc	rx_delSucc
124	50731.00	1707.00	0.00	0.00	19795.00	19795.00	0.00	0.00	0.00	0.00	49024.00	1263.15	124.84
125	50201.00	892.00	0.00	0.00	16477.00	16477.00	0.00	0.00	0.00	0.00	49309.00	1298.84	124.93
126	58064.00	14716.00	0.00	0.00	29469.00	29469.00	0.00	0.00	0.00	0.00	43348.00	1148.62	108.09
127	61840.00	21068.00	0.00	0.00	44115.00	44115.00	0.00	0.00	0.00	0.00	40772.00	199.94	19.81
128	51001.00	2316.00	0.00	0.00	20730.00	20730.00	0.00	0.00	0.00	0.00	48685.00	1276.16	124.88
129	52158.00	4346.00	0.00	0.00	22023.00	22023.00	0.00	0.00	0.00	0.00	47812.00	1279.02	124.92
130	60103.00	18422.00	0.00	0.00	40746.00	40746.00	0.00	0.00	0.00	0.00	41681.00	1275.29	106.41
131	73989.00	43591.00	0.00	0.00	64786.00	64786.00	0.00	0.00	0.00	0.00	30398.00	88.53	13.27
132	71436.00	39707.00	0.00	0.00	50390.00	50390.00	0.00	0.00	0.00	0.00	31729.00	71.10	13.07
133	80519.00	52863.00	0.00	0.00	76668.00	76668.00	0.00	0.00	0.00	0.00	27656.00	63.98	10.21
134	63388.00	24416.00	0.00	0.00	44395.00	44395.00	0.00	0.00	0.00	0.00	38972.00	101.33	15.53
135	59233.00	17052.00	0.00	0.00	35785.00	35785.00	0.00	0.00	0.00	0.00	42181.00	124.05	19.25
136	57690.00	14537.00	0.00	0.00	35034.00	35034.00	0.00	0.00	0.00	0.00	43153.00	164.50	26.21
137	50425.00	1227.00	0.00	0.00	19760.00	19760.00	0.00	0.00	0.00	0.00	49198.00	1297.60	125.01
138	56273.00	11725.00	0.00	0.00	28778.00	28778.00	0.00	0.00	0.00	0.00	44548.00	1150.60	112.46
139	70774.00	36698.00	0.00	0.00	59885.00	59885.00	0.00	0.00	0.00	0.00	34076.00	226.36	24.87
140	58026.00	14442.00	0.00	0.00	30400.00	30400.00	0.00	0.00	0.00	0.00	43584.00	1194.37	107.73
141	69314.00	33944.00	0.00	0.00	59785.00	59785.00	0.00	0.00	0.00	0.00	35370.00	215.94	21.45
142	50350.00	1085.00	0.00	0.00	18698.00	18698.00	0.00	0.00	0.00	0.00	49265.00	1306.90	124.89
143	51266.00	2748.00	0.00	0.00	21127.00	21127.00	0.00	0.00	0.00	0.00	48518.00	1298.03	124.90
144	51110.00	2496.00	0.00	0.00	26377.00	26377.00	0.00	0.00	0.00	0.00	48614.00	1285.82	124.93
145	50423.00	1159.00	0.00	0.00	17726.00	17726.00	0.00	0.00	0.00	0.00	49264.00	1149.99	124.91
146	50317.00	995.00	0.00	0.00	17097.00	17097.00	0.00	0.00	0.00	0.00	49322.00	1289.64	124.93
147	50111.00	650.00	0.00	0.00	16081.00	16081.00	0.00	0.00	0.00	0.00	49461.00	1334.35	124.97
148	50281.00	972.00	0.00	0.00	19195.00	19195.00	0.00	0.00	0.00	0.00	49309.00	1327.33	125.08
149	50977.00	2287.00	0.00	0.00	20213.00	20213.00	0.00	0.00	0.00	0.00	48690.00	1287.20	124.90
